face_index,ground_truth_id,ground_truth_label,A_pred,A_confidence,A_pStock,A_pThread,A_pText,B_pred,B_confidence,B_pStock,B_pThread,B_pText,C_pred,C_confidence,C_pStock,C_pThread,C_pText,D_pred,D_confidence,D_pStock,D_pThread,D_pText,FrozenLast_pred,FrozenLast_confidence,FrozenLast_pStock,FrozenLast_pThread,FrozenLast_pText,FrozenBestV3_pred,FrozenBestV3_confidence,FrozenBestV3_pStock,FrozenBestV3_pThread,FrozenBestV3_pText,Scratch70K_pred,Scratch70K_confidence,Scratch70K_pStock,Scratch70K_pThread,Scratch70K_pText
319,0,Stock,Stock,0.57888889,0.57888889,0.41196924,0.00914179,Thread,0.99941790,0.00057030,0.99941790,0.00001175,Thread,0.98497194,0.01476573,0.98497194,0.00026235,Stock,0.97970951,0.97970951,0.01884914,0.00144136,Stock,0.92055619,0.92055619,0.07825934,0.00118439,Stock,0.92955351,0.92955351,0.06912597,0.00132055,Thread,0.99979395,0.00020212,0.99979395,0.00000398
320,0,Stock,Stock,0.63696373,0.63696373,0.35449898,0.00853728,Thread,0.99867541,0.00127685,0.99867541,0.00004777,Thread,0.96629947,0.03313761,0.96629947,0.00056295,Stock,0.97984993,0.97984993,0.01869738,0.00145273,Stock,0.92419803,0.92419803,0.07460703,0.00119491,Stock,0.93461770,0.93461770,0.06422626,0.00115602,Thread,0.99995947,0.00003964,0.99995947,0.00000084
321,0,Stock,Stock,0.54216337,0.54216337,0.44747862,0.01035801,Thread,0.99941790,0.00057031,0.99941790,0.00001175,Thread,0.98133034,0.01836567,0.98133034,0.00030404,Stock,0.97980106,0.97980106,0.01876935,0.00142952,Stock,0.90845615,0.90845615,0.09012242,0.00142144,Stock,0.93015546,0.93015546,0.06859223,0.00125235,Thread,0.99978989,0.00020612,0.99978989,0.00000403
322,0,Stock,Stock,0.57939762,0.57939762,0.41152602,0.00907636,Thread,0.99941790,0.00057029,0.99941790,0.00001175,Thread,0.98447478,0.01525159,0.98447478,0.00027373,Stock,0.97984320,0.97984320,0.01870735,0.00144940,Stock,0.92592555,0.92592555,0.07277353,0.00130089,Stock,0.94070387,0.94070387,0.05802362,0.00127256,Thread,0.99979120,0.00020472,0.99979120,0.00000401
323,0,Stock,Stock,0.57912123,0.57912123,0.41199884,0.00887989,Thread,0.99867046,0.00128152,0.99867046,0.00004806,Thread,0.96962297,0.02986751,0.96962297,0.00050950,Stock,0.97984958,0.97984958,0.01869768,0.00145271,Stock,0.91721326,0.91721326,0.08155368,0.00123298,Stock,0.93451577,0.93451577,0.06432691,0.00115731,Thread,0.99996006,0.00003905,0.99996006,0.00000083
324,0,Stock,Stock,0.54705828,0.54705828,0.44288546,0.01005628,Thread,0.99941790,0.00057029,0.99941790,0.00001175,Thread,0.98169589,0.01800852,0.98169589,0.00029561,Stock,0.97973746,0.97973746,0.01886832,0.00139431,Stock,0.90962863,0.90962863,0.08896859,0.00140269,Stock,0.93237609,0.93237609,0.06642476,0.00119920,Thread,0.99979264,0.00020336,0.99979264,0.00000400
325,0,Stock,Stock,0.57844520,0.57844520,0.41241562,0.00913922,Thread,0.99941790,0.00057029,0.99941790,0.00001175,Thread,0.98503023,0.01470847,0.98503023,0.00026130,Stock,0.97974807,0.97974807,0.01881845,0.00143348,Stock,0.91929591,0.91929591,0.07951224,0.00119186,Stock,0.92919767,0.92919767,0.06948475,0.00131758,Thread,0.99979383,0.00020224,0.99979383,0.00000398
326,0,Stock,Stock,0.55295980,0.55295980,0.43727130,0.00976891,Thread,0.99872273,0.00123225,0.99872273,0.00004504,Thread,0.97308010,0.02645277,0.97308010,0.00046717,Stock,0.97984743,0.97984743,0.01870001,0.00145259,Stock,0.89312690,0.89312690,0.10541493,0.00145805,Stock,0.93454558,0.93454558,0.06429773,0.00115677,Thread,0.99996400,0.00003523,0.99996400,0.00000077
327,0,Stock,Stock,0.51321900,0.51321900,0.47631162,0.01046931,Thread,0.99941790,0.00057030,0.99941790,0.00001175,Thread,0.98483986,0.01492473,0.98483986,0.00023534,Stock,0.97908598,0.97908598,0.01958004,0.00133394,Stock,0.90967566,0.90967566,0.08889637,0.00142795,Stock,0.93339008,0.93339008,0.06542280,0.00118712,Thread,0.99982327,0.00017276,0.99982327,0.00000388
328,0,Stock,Stock,0.57933462,0.57933462,0.41158602,0.00907929,Thread,0.99941790,0.00057029,0.99941790,0.00001175,Thread,0.98481029,0.01492316,0.98481029,0.00026657,Stock,0.97977370,0.97977370,0.01880228,0.00142402,Stock,0.91398698,0.91398698,0.08466905,0.00134401,Stock,0.93359149,0.93359149,0.06514480,0.00126378,Thread,0.99979192,0.00020403,0.99979192,0.00000400
329,0,Stock,Stock,0.55000180,0.55000180,0.44010878,0.00988937,Thread,0.99890673,0.00105851,0.99890673,0.00003483,Thread,0.97424299,0.02529215,0.97424299,0.00046486,Stock,0.97984731,0.97984731,0.01870012,0.00145258,Stock,0.88994288,0.88994288,0.10856301,0.00149403,Stock,0.93458742,0.93458742,0.06425678,0.00115580,Thread,0.99996579,0.00003355,0.99996579,0.00000075
330,0,Stock,Stock,0.50280255,0.50280255,0.48664737,0.01055008,Thread,0.99941790,0.00057030,0.99941790,0.00001175,Thread,0.98484331,0.01492143,0.98484331,0.00023532,Stock,0.97851801,0.97851801,0.02019681,0.00128517,Stock,0.90726119,0.90726119,0.09127773,0.00146100,Stock,0.93345839,0.93345839,0.06535468,0.00118688,Thread,0.99982661,0.00016966,0.99982661,0.00000382
331,0,Stock,Stock,0.57814854,0.57814854,0.41271600,0.00913547,Thread,0.99941790,0.00057031,0.99941790,0.00001175,Thread,0.98278588,0.01691976,0.98278588,0.00029436,Stock,0.97824222,0.97824222,0.02049099,0.00126681,Stock,0.91335791,0.91335791,0.08527141,0.00137074,Stock,0.93274856,0.93274856,0.06605715,0.00119433,Thread,0.99979407,0.00020202,0.99979407,0.00000398
332,0,Stock,Stock,0.55519772,0.55519772,0.43515596,0.00964636,Thread,0.99915624,0.00082153,0.99915624,0.00002230,Thread,0.97417384,0.02535735,0.97417384,0.00046883,Stock,0.97984993,0.97984993,0.01869737,0.00145273,Stock,0.88991791,0.88991791,0.10859101,0.00149120,Stock,0.93453777,0.93453777,0.06430533,0.00115698,Thread,0.99996221,0.00003695,0.99996221,0.00000078
333,0,Stock,Stock,0.54388624,0.54388624,0.44587287,0.01024095,Thread,0.99933261,0.00065220,0.99933261,0.00001512,Thread,0.98641056,0.01336637,0.98641056,0.00022312,Stock,0.97954696,0.97954696,0.01911685,0.00133624,Stock,0.91608572,0.91608572,0.08258781,0.00132640,Stock,0.93312097,0.93312097,0.06569063,0.00118844,Thread,0.99981099,0.00018511,0.99981099,0.00000395
334,0,Stock,Stock,0.57909817,0.57909817,0.41181022,0.00909163,Thread,0.99941790,0.00057030,0.99941790,0.00001175,Thread,0.98393536,0.01579208,0.98393536,0.00027261,Stock,0.97801697,0.97801697,0.02074308,0.00123991,Stock,0.91727787,0.91727787,0.08140922,0.00131295,Stock,0.93314171,0.93314171,0.06567002,0.00118826,Thread,0.99979407,0.00020204,0.99979407,0.00000398
335,0,Stock,Stock,0.55923754,0.55923754,0.43106860,0.00969380,Thread,0.99914730,0.00082998,0.99914730,0.00002272,Thread,0.97451156,0.02501535,0.97451156,0.00047312,Stock,0.97985005,0.97985005,0.01869720,0.00145274,Stock,0.90155339,0.90155339,0.09710218,0.00134449,Stock,0.93442565,0.93442565,0.06441583,0.00115856,Thread,0.99996030,0.00003884,0.99996030,0.00000080
336,0,Stock,Stock,0.54688472,0.54688472,0.44313306,0.00998219,Thread,0.99933064,0.00065416,0.99933064,0.00001520,Thread,0.98648989,0.01328759,0.98648989,0.00022254,Stock,0.97943866,0.97943866,0.01925593,0.00130550,Stock,0.91727459,0.91727459,0.08141190,0.00131353,Stock,0.93355179,0.93355179,0.06526195,0.00118620,Thread,0.99981195,0.00018417,0.99981195,0.00000394
337,0,Stock,Stock,0.58052433,0.58052433,0.41044012,0.00903551,Thread,0.99941778,0.00057048,0.99941778,0.00001175,Thread,0.98663145,0.01314710,0.98663145,0.00022146,Stock,0.97918886,0.97918886,0.01950211,0.00130910,Stock,0.92233074,0.92233074,0.07643761,0.00123164,Stock,0.93399292,0.93399292,0.06481743,0.00118965,Thread,0.99979419,0.00020189,0.99979419,0.00000397
338,0,Stock,Stock,0.55061007,0.55061007,0.43939903,0.00999089,Thread,0.99912733,0.00084901,0.99912733,0.00002366,Thread,0.97424001,0.02529068,0.97424001,0.00046930,Stock,0.97984982,0.97984982,0.01869748,0.00145276,Stock,0.90765828,0.90765828,0.09103803,0.00130360,Stock,0.93437964,0.93437964,0.06446120,0.00115924,Thread,0.99996209,0.00003709,0.99996209,0.00000078
339,0,Stock,Stock,0.54274446,0.54274446,0.44682029,0.01043525,Thread,0.99941790,0.00057030,0.99941790,0.00001175,Thread,0.98493212,0.01483319,0.98493212,0.00023465,Stock,0.97817880,0.97817880,0.02058692,0.00123428,Stock,0.92045438,0.92045438,0.07827869,0.00126693,Stock,0.93353671,0.93353671,0.06527642,0.00118685,Thread,0.99992120,0.00007715,0.99992120,0.00000170
340,0,Stock,Stock,0.58222061,0.58222061,0.40879703,0.00898238,Thread,0.99941778,0.00057048,0.99941778,0.00001176,Thread,0.98663145,0.01314710,0.98663145,0.00022146,Stock,0.97904372,0.97904372,0.01967411,0.00128224,Stock,0.92191166,0.92191166,0.07684407,0.00124425,Stock,0.94557554,0.94557554,0.05330791,0.00111661,Thread,0.99979407,0.00020206,0.99979407,0.00000398
341,0,Stock,Stock,0.57157695,0.57157695,0.41966468,0.00875837,Thread,0.99941528,0.00057294,0.99941528,0.00001184,Thread,0.97738546,0.02219549,0.97738546,0.00041911,Stock,0.97984844,0.97984844,0.01869906,0.00145252,Stock,0.92440099,0.92440099,0.07440461,0.00119438,Stock,0.93468595,0.93468595,0.06415858,0.00115543,Thread,0.99996412,0.00003521,0.99996412,0.00000077
342,0,Stock,Stock,0.54719311,0.54719311,0.44218495,0.01062195,Thread,0.99941540,0.00057277,0.99941540,0.00001185,Thread,0.98929590,0.01049360,0.98929590,0.00021051,Stock,0.97008610,0.97008610,0.02867084,0.00124300,Stock,0.92262846,0.92262846,0.07598695,0.00138458,Stock,0.94206476,0.94206476,0.05676924,0.00116601,Thread,0.99995792,0.00004127,0.99995792,0.00000081
343,0,Stock,Stock,0.57948333,0.57948333,0.41143957,0.00907709,Thread,0.99941790,0.00057032,0.99941790,0.00001175,Thread,0.98663133,0.01314718,0.98663133,0.00022146,Stock,0.97694832,0.97694832,0.02184793,0.00120378,Stock,0.92160660,0.92160660,0.07714394,0.00124947,Stock,0.94182706,0.94182706,0.05702540,0.00114753,Thread,0.99979430,0.00020183,0.99979430,0.00000398
344,0,Stock,Stock,0.56796986,0.56796986,0.42366800,0.00836209,Thread,0.99941790,0.00057038,0.99941790,0.00001175,Thread,0.98027396,0.01929469,0.98027396,0.00043131,Stock,0.97946906,0.97946906,0.01922687,0.00130410,Stock,0.91302073,0.91302073,0.08554579,0.00143348,Stock,0.93600577,0.93600577,0.06277840,0.00121590,Thread,0.99997807,0.00002130,0.99997807,0.00000063
345,0,Stock,Stock,0.58424389,0.58424389,0.40685007,0.00890604,Thread,0.99932814,0.00065652,0.99932814,0.00001531,Thread,0.98122555,0.01847348,0.98122555,0.00030094,Stock,0.97782224,0.97782224,0.02086229,0.00131543,Stock,0.93144172,0.93144172,0.06737151,0.00118680,Stock,0.93872392,0.93872392,0.06013206,0.00114403,Thread,0.99997199,0.00002774,0.99997199,0.00000023
346,0,Stock,Stock,0.57798302,0.57798302,0.41294464,0.00907235,Thread,0.99941790,0.00057029,0.99941790,0.00001175,Thread,0.98937315,0.01041689,0.98937315,0.00020996,Stock,0.96881884,0.96881884,0.02998867,0.00119242,Stock,0.92883348,0.92883348,0.06986547,0.00130108,Stock,0.94208324,0.94208324,0.05675104,0.00116572,Thread,0.99997151,0.00002831,0.99997151,0.00000023
347,0,Stock,Stock,0.56728029,0.56728029,0.42438450,0.00833520,Thread,0.99902117,0.00094961,0.99902117,0.00002920,Thread,0.97531295,0.02424138,0.97531295,0.00044560,Stock,0.97679180,0.97679180,0.02200460,0.00120355,Stock,0.89056289,0.89056289,0.10770173,0.00173537,Stock,0.92605960,0.92605960,0.07255483,0.00138556,Thread,0.99997962,0.00001975,0.99997962,0.00000055
348,0,Stock,Stock,0.55985761,0.55985761,0.43007809,0.01006431,Thread,0.99941766,0.00057058,0.99941766,0.00001176,Thread,0.98016971,0.01951672,0.98016971,0.00031364,Stock,0.97554207,0.97554207,0.02318919,0.00126874,Stock,0.93041319,0.93041319,0.06836910,0.00121778,Stock,0.93775547,0.93775547,0.06109338,0.00115125,Thread,0.99997318,0.00002658,0.99997318,0.00000020
349,0,Stock,Stock,0.57923055,0.57923055,0.41178232,0.00898709,Thread,0.99918300,0.00078994,0.99918300,0.00002708,Thread,0.98105031,0.01865160,0.98105031,0.00029810,Stock,0.97301006,0.97301006,0.02576638,0.00122350,Stock,0.92863470,0.92863470,0.07009318,0.00127209,Stock,0.94599003,0.94599003,0.05289882,0.00111118,Thread,0.99997437,0.00002546,0.99997437,0.00000018
350,0,Stock,Stock,0.56790847,0.56790847,0.42373070,0.00836087,Thread,0.99902177,0.00094905,0.99902177,0.00002916,Thread,0.97463870,0.02492150,0.97463870,0.00043978,Stock,0.97678715,0.97678715,0.02199694,0.00121585,Stock,0.87598777,0.87598777,0.12217323,0.00183889,Stock,0.91884625,0.91884625,0.07971562,0.00143809,Thread,0.99998140,0.00001813,0.99998140,0.00000046
351,0,Stock,Stock,0.55967742,0.55967742,0.43005106,0.01027158,Thread,0.99932611,0.00065855,0.99932611,0.00001540,Thread,0.96573156,0.03369409,0.96573156,0.00057438,Stock,0.97728354,0.97728354,0.02142986,0.00128669,Stock,0.89899081,0.89899081,0.09935642,0.00165273,Stock,0.92344576,0.92344576,0.07514002,0.00141421,Thread,0.99997807,0.00002175,0.99997807,0.00000024
352,0,Stock,Stock,0.57986712,0.57986712,0.41111234,0.00902051,Thread,0.99918288,0.00079004,0.99918288,0.00002709,Thread,0.98071152,0.01898806,0.98071152,0.00030049,Stock,0.97281748,0.97281748,0.02596022,0.00122230,Stock,0.92850435,0.92850435,0.07022247,0.00127313,Stock,0.94555956,0.94555956,0.05330858,0.00113188,Thread,0.99997461,0.00002529,0.99997461,0.00000017
353,0,Stock,Stock,0.78260291,0.78260291,0.21091798,0.00647906,Thread,0.99620557,0.00355153,0.99620557,0.00024284,Thread,0.62240112,0.37606597,0.62240112,0.00153290,Stock,0.98046941,0.98046941,0.01770852,0.00182209,Stock,0.96437520,0.96437520,0.03442806,0.00119677,Stock,0.97607148,0.97607148,0.02279356,0.00113493,Thread,0.88831753,0.11060703,0.88831753,0.00107549
354,0,Stock,Stock,0.71614701,0.71614701,0.27424750,0.00960549,Thread,0.99436533,0.00529894,0.99436533,0.00033570,Stock,0.61508489,0.61508489,0.38270715,0.00220795,Stock,0.98055512,0.98055512,0.01695641,0.00248849,Stock,0.94308501,0.94308501,0.05551723,0.00139777,Stock,0.96978992,0.96978992,0.02897619,0.00123383,Thread,0.92889547,0.07037187,0.92889547,0.00073263
355,0,Stock,Stock,0.83021915,0.83021915,0.16384917,0.00593169,Thread,0.98955894,0.00969505,0.98955894,0.00074598,Thread,0.68043929,0.31801662,0.68043929,0.00154409,Stock,0.97866255,0.97866255,0.01943774,0.00189970,Stock,0.96803302,0.96803302,0.03092860,0.00103837,Stock,0.97899163,0.97899163,0.02007627,0.00093214,Stock,0.52927053,0.52927053,0.46931303,0.00141637
356,0,Stock,Stock,0.84713817,0.84713817,0.14644417,0.00641762,Thread,0.99502605,0.00457681,0.99502605,0.00039712,Thread,0.91558838,0.08367495,0.91558838,0.00073667,Stock,0.97985017,0.97985017,0.01869712,0.00145275,Stock,0.93520153,0.93520153,0.06364717,0.00115125,Stock,0.95518112,0.95518112,0.04367942,0.00113941,Thread,0.99996245,0.00003691,0.99996245,0.00000055
357,0,Stock,Stock,0.62408131,0.62408131,0.36324769,0.01267104,Thread,0.99270308,0.00678857,0.99270308,0.00050839,Thread,0.91948634,0.07966485,0.91948634,0.00084880,Stock,0.97993326,0.97993326,0.01864136,0.00142543,Stock,0.92161888,0.92161888,0.07713171,0.00124934,Stock,0.93995577,0.93995577,0.05890938,0.00113486,Thread,0.99993050,0.00006814,0.99993050,0.00000126
358,0,Stock,Stock,0.93479186,0.93479186,0.05826788,0.00694021,Thread,0.62561411,0.36707333,0.62561411,0.00731260,Stock,0.63900280,0.63900280,0.35900468,0.00199246,Stock,0.98792726,0.98792726,0.01036957,0.00170322,Stock,0.98530966,0.98530966,0.01386035,0.00083000,Stock,0.98801988,0.98801988,0.01116795,0.00081217,Thread,0.92169660,0.07782254,0.92169660,0.00048078
359,0,Stock,Stock,0.80185324,0.80185324,0.19062497,0.00752179,Thread,0.99225414,0.00720525,0.99225414,0.00054061,Thread,0.55183935,0.44655758,0.55183935,0.00160302,Stock,0.97966570,0.97966570,0.01889037,0.00144398,Stock,0.92808008,0.92808008,0.07058205,0.00133783,Stock,0.95222563,0.95222563,0.04654428,0.00123005,Thread,0.64597666,0.35256523,0.64597666,0.00145812
360,0,Stock,Stock,0.79984194,0.79984194,0.18410106,0.01605701,Thread,0.95717120,0.04044107,0.95717120,0.00238774,Stock,0.51490951,0.51490951,0.48304853,0.00204194,Stock,0.98309672,0.98309672,0.01550137,0.00140185,Stock,0.97765428,0.97765428,0.02128772,0.00105796,Stock,0.98432332,0.98432332,0.01484327,0.00083348,Thread,0.55384493,0.44461459,0.55384493,0.00154046
361,0,Stock,Stock,0.75480890,0.75480890,0.23588066,0.00931046,Thread,0.99196821,0.00728852,0.99196821,0.00074320,Stock,0.54774946,0.54774946,0.45057002,0.00168045,Stock,0.98360401,0.98360401,0.01480139,0.00159452,Stock,0.93915886,0.93915886,0.05956256,0.00127868,Stock,0.95516354,0.95516354,0.04352456,0.00131191,Stock,0.63109809,0.63109809,0.36755955,0.00134241
362,1,Thread,Thread,0.49750111,0.49044111,0.49750111,0.01205778,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.96326083,0.03619000,0.96326083,0.00054913,Stock,0.96527827,0.96527827,0.03292834,0.00179336,Stock,0.91201109,0.91201109,0.08640625,0.00158265,Stock,0.94989455,0.94989455,0.04864347,0.00146198,Thread,0.99774700,0.00223212,0.99774700,0.00002076
363,1,Thread,Thread,0.52094150,0.46760425,0.52094150,0.01145432,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.96348101,0.03607954,0.96348101,0.00043942,Stock,0.97881168,0.97881168,0.01928824,0.00190007,Stock,0.94267070,0.94267070,0.05594700,0.00138232,Stock,0.95530862,0.95530862,0.04322463,0.00146682,Thread,0.99611580,0.00380684,0.99611580,0.00007728
364,1,Thread,Thread,0.49494320,0.49068353,0.49494320,0.01437330,Thread,0.99847585,0.00145764,0.99847585,0.00006656,Thread,0.83036298,0.16857938,0.83036298,0.00105770,Stock,0.97859359,0.97859359,0.01880299,0.00260346,Stock,0.95317531,0.95317531,0.04537252,0.00145210,Stock,0.96929574,0.96929574,0.02935222,0.00135200,Thread,0.83557707,0.16364966,0.83557707,0.00077327
365,0,Stock,Stock,0.99355596,0.99355596,0.00021344,0.00623058,Stock,0.99984479,0.99984479,0.00012997,0.00002527,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99293655,0.99293655,0.00023108,0.00683245,Stock,0.99760336,0.99760336,0.00013080,0.00226587,Stock,0.99775678,0.99775678,0.00013462,0.00210863,Stock,0.99999809,0.99999809,0.00000177,0.00000010
366,0,Stock,Thread,0.53856546,0.44442397,0.53856546,0.01701049,Thread,0.79514849,0.19336826,0.79514849,0.01148335,Stock,0.97005916,0.97005916,0.02953963,0.00040119,Stock,0.97757226,0.97757226,0.01807514,0.00435263,Stock,0.97034991,0.97034991,0.02850805,0.00114206,Stock,0.97625500,0.97625500,0.02260954,0.00113536,Stock,0.97182184,0.97182184,0.02740545,0.00077267
367,0,Stock,Thread,0.67575794,0.30441746,0.67575794,0.01982458,Thread,0.90647191,0.08831555,0.90647191,0.00521248,Stock,0.99459487,0.99459487,0.00515378,0.00025140,Stock,0.94640911,0.94640911,0.04904594,0.00454498,Stock,0.86398745,0.86398745,0.13419303,0.00181949,Stock,0.93727452,0.93727452,0.06121403,0.00151138,Stock,0.92384642,0.92384642,0.07460640,0.00154711
368,0,Stock,Thread,0.62023276,0.36131266,0.62023276,0.01845463,Thread,0.84837002,0.14614101,0.84837002,0.00548900,Stock,0.99877912,0.99877912,0.00104886,0.00017203,Stock,0.95716667,0.95716667,0.03856397,0.00426932,Stock,0.95014352,0.95014352,0.04851324,0.00134322,Stock,0.96105951,0.96105951,0.03754110,0.00139929,Stock,0.83203155,0.83203155,0.16601247,0.00195592
369,0,Stock,Stock,0.67711061,0.67711061,0.30134603,0.02154332,Stock,0.65805256,0.65805256,0.33002362,0.01192382,Stock,0.99141628,0.99141628,0.00834558,0.00023813,Stock,0.98978770,0.98978770,0.00780639,0.00240594,Stock,0.98484367,0.98484367,0.01423258,0.00092367,Stock,0.99095565,0.99095565,0.00817129,0.00087316,Stock,0.92397934,0.92397934,0.07456291,0.00145783
370,0,Stock,Stock,0.49307889,0.49307889,0.49156031,0.01536081,Thread,0.71616566,0.27472430,0.71616566,0.00911003,Stock,0.99983919,0.99983919,0.00007671,0.00008409,Stock,0.97979844,0.97979844,0.01810809,0.00209348,Stock,0.96976882,0.96976882,0.02912686,0.00110421,Stock,0.97548407,0.97548407,0.02349835,0.00101766,Stock,0.94643873,0.94643873,0.05243877,0.00112252
371,0,Stock,Thread,0.66404915,0.31882331,0.66404915,0.01712757,Stock,0.53923750,0.53923750,0.44590089,0.01486160,Stock,0.99919659,0.99919659,0.00064123,0.00016221,Stock,0.95907521,0.95907521,0.03563001,0.00529476,Stock,0.96722877,0.96722877,0.03149584,0.00127531,Stock,0.97927707,0.97927707,0.01968818,0.00103477,Stock,0.91398370,0.91398370,0.08458499,0.00143134
372,0,Stock,Thread,0.58873838,0.39849889,0.58873838,0.01276283,Stock,0.68129730,0.68129730,0.30246276,0.01623992,Stock,0.99977213,0.99977213,0.00013537,0.00009243,Stock,0.97993809,0.97993809,0.01600466,0.00405728,Stock,0.97673893,0.97673893,0.02218091,0.00108022,Stock,0.97958964,0.97958964,0.01930641,0.00110403,Stock,0.98135006,0.98135006,0.01800926,0.00064059
373,0,Stock,Stock,0.68450820,0.68450820,0.30430272,0.01118903,Stock,0.50521016,0.50521016,0.47817883,0.01661100,Stock,0.95209098,0.95209098,0.04759172,0.00031734,Stock,0.98105729,0.98105729,0.01428192,0.00466074,Stock,0.97541887,0.97541887,0.02350059,0.00108057,Stock,0.97890079,0.97890079,0.01993835,0.00116086,Stock,0.96325749,0.96325749,0.03582892,0.00091358
374,0,Stock,Stock,0.56758529,0.56758529,0.42147982,0.01093492,Thread,0.90343696,0.09100838,0.90343696,0.00555465,Stock,0.99967098,0.99967098,0.00023806,0.00009095,Stock,0.97569025,0.97569025,0.02269417,0.00161553,Stock,0.83283782,0.83283782,0.16551659,0.00164562,Stock,0.87471759,0.87471759,0.12378877,0.00149362,Stock,0.97541702,0.97541702,0.02374048,0.00084248
375,0,Stock,Stock,0.70006931,0.70006931,0.28647199,0.01345866,Thread,0.93190539,0.06351356,0.93190539,0.00458093,Stock,0.86127090,0.86127090,0.13808072,0.00064836,Stock,0.98199940,0.98199940,0.01524293,0.00275768,Stock,0.96849322,0.96849322,0.03035599,0.00115076,Stock,0.96946543,0.96946543,0.02934554,0.00118902,Stock,0.95944917,0.95944917,0.03961110,0.00093972
